no,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,combined_notes,cluster
368,BOUCHERON,Place Vendome,187,187.0,100,edp,Women,floral,cedar white musk,iris rose jasmine,4.05,the beauty,4.01,538,floral cedar white musk iris rose jasmine,1
370,CHANEL,Gabrielle,1126,459.0,100,edp,Women,floral,sandalwood and musk,tuberose ylangylang jasmine and orange blossom,3.07,Al-Najm,3.07,347,floral sandalwood and musk tuberose ylangylang jasmine and orange blossom,0
371,HUGO BOSS,Ma Vie,185,125.0,75,edp,Women,floral,cedar woody notes,pink freesia jasmine rose,5.0,Rose Gallary,4.02,347,floral cedar woody notes pink freesia jasmine rose,1
372,Roberto Cavalli,Paradisio Azzuro,499,168.0,75,edp,Women,floral,amberwood cashmere wood cypress sandalwood vanilla,apple jasmine peach rose tuberose water notes,4.08,AMLAQ,3.09,135,floral amberwood cashmere wood cypress sandalwood vanilla apple jasmine peach rose tuberose water notes,0
373,Dolce & Gabbana,The One,441,130.95,100,edt,Men,spicy,amber moss musk vanilla vetiver,genisteae jasmine lily lily of the valley orange tree blossom ylangylang,4.05,Perfume Ms,3.06,111,spicy amber moss musk vanilla vetiver genisteae jasmine lily lily of the valley orange tree blossom ylangylang,0
374,BENTLEY,Momentum Intense,226,144.0,100,edp,Men,woody,amber wood sandalwood and white musk,geranium tonka bean and marine ambergris,5.0,MOON LIGHT,3.09,61,woody amber wood sandalwood and white musk geranium tonka bean and marine ambergris,3
375,Guerlain,Mon Bloom Of Rose,586,272.0,100,edt,Women,floral,neroli rose,sambac jasmine,4.0,Faces,3.09,61,floral neroli rose sambac jasmine,0
376,KORLOFF,In White,562,116.0,88,edt,Men,citrus,cashmeran virginia cedar musk and tonka bean,lavender african orange flower and clary sage,5.0,noon,4.02,98.1K,citrus cashmeran virginia cedar musk and tonka bean lavender african orange flower and clary sage,3
377,TESORI D´ORIENTE,Orchidea della Cina,60,38.95,100,edt,Women,floral,myrrhpralinemuskvanillasandalwood,orange blossomtiare flowerjasmineorchid,4.03,noon,4.02,98.1K,floral myrrhpralinemuskvanillasandalwood orange blossomtiare flowerjasmineorchid,0
379,TRUSSARDI,Uomo,230,138.85,100,edt,Men,spicy,leather moss patchouli,clary sage violet,5.0,noon100% Genuine Product,4.02,98.1K,spicy leather moss patchouli clary sage violet,2
380,DORALL COLLECTION,DC Marine Noir,29,9.07,100,edt,Men,floral,incense amber cedar vetiver patchouli musk,water sage rosemary,3.04,B.A.G,3.07,14.1K,floral incense amber cedar vetiver patchouli musk water sage rosemary,2
381,BURBERRY,Body,283,142.0,85,edp,Women,woody,cashmere wood musk amber and vanille,iris rose and sandalwood,5.0,King-Perfume,4.02,450,woody cashmere wood musk amber and vanille iris rose and sandalwood,1
382,GUCCI,Bamboo,575,189.0,75,edp,Women,floral,sandalwood,casablanca lily and ylang ylang extracomoros,4.08,Al-Najm,3.07,347,floral sandalwood casablanca lily and ylang ylang extracomoros,0
383,Revlon,Charli Blue,44,44.0,100,edt,Women,woody,sandalwood oakmoss musk,jasmine muguet rose ylangylang,5.0,Attractive perfume,3.05,244,woody sandalwood oakmoss musk jasmine muguet rose ylangylang,1
385,BENTLEY,Absolute,200,154.0,100,edp,Men,woody,moss agarwood amber atlas cedar,olibanum papyrus sandalwood,5.0,Nawaem_perfumes,3.09,69,woody moss agarwood amber atlas cedar olibanum papyrus sandalwood,2
388,AZZARO,Chrome,269,135.0,100,edt,Men,citrus,sandalwood tonka bean musk oakmoss cedar brazilian rosewood and cardamom,rosemary pineapple neroli bergamot and lemon,4.0,noon,4.02,98.1K,citrus sandalwood tonka bean musk oakmoss cedar brazilian rosewood and cardamom rosemary pineapple neroli bergamot and lemon,3
389,Dunhill,Custom,330,89.85,100,edt,Men,floral,virginia cedar incense,pepper,4.03,noon,4.02,98.1K,floral virginia cedar incense pepper,0
390,DORALL COLLECTION,Super Cobra,29,8.08,100,edt,Women,floral,amber milk mousse australian sandalwood and vanilla,orange blossom peach and raspberry leaf,5.0,B.A.G,3.07,14.1K,floral amber milk mousse australian sandalwood and vanilla orange blossom peach and raspberry leaf,0
392,RALPH LAUREN,Polo Blue,465,327.0,125,edp,Men,woody,vetiver,blue orris accord,4.07,top langri,3.09,347,woody vetiver blue orris accord,2
393,NARCISO RODRIGUEZ,Narciso Rodriguez For Her,442,108.75,100,edt,Women,woody,vetiver vanilla,egyptian musk amber,4.07,Creativity star,3.05,319,woody vetiver vanilla egyptian musk amber,1
394,MINI COLLECTION,Eaudemoiselle No.1154,16,16.0,25,edp,Unisex,oriental,rose,cinnamon,4.09,original,3.09,235,oriental rose cinnamon,1
395,CHOPARD,Happy Spirit,269,148.95,75,edp,Women,fruity,amber musk cashmere wood,honeysuckle osmanthus,5.0,AMLAQ,3.09,135,fruity amber musk cashmere wood honeysuckle osmanthus,0
397,CHLOE,Chloe,428,188.85,50,edp,Women,floral,amber virginia cedar,rose lilyofthevalley caribbean magnolia,5.0,hadayiq baris,3.08,122,floral amber virginia cedar rose lilyofthevalley caribbean magnolia,1
398,TED LAPIDUS,Lapidus Pour Homme,122,66.0,100,edt,Men,woody,sandalwood tonka bean amber patchouli musk oakmoss cedar and tobacco,pine tree honey orris root jasmine caraway petitgrain lilyofthevalley rose brazilian rosewood and incense,5.0,Diorworld,3.05,75,woody sandalwood tonka bean amber patchouli musk oakmoss cedar and tobacco pine tree honey orris root jasmine caraway petitgrain lilyofthevalley rose brazilian rosewood and incense,1
399,CAROLINA HERRERA,Bad Boy,652,204.0,100,edt,Men,spicy,tonka bean amberwood cacao,cedar sage,5.0,The first fragrance,4.01,5,spicy tonka bean amberwood cacao cedar sage,3
404,DORALL COLLECTION,Simple,15,8.05,100,edt,Women,floral,amber patchouli vanilla musk sandalwood,magnolia gardenia lily of the valley freesia jasmine,4.03,B.A.G,3.07,14.1K,floral amber patchouli vanilla musk sandalwood magnolia gardenia lily of the valley freesia jasmine,1
405,CHOPARD,Happy Spirit,185,155.0,75,edp,Women,fruity,amber musk cashmere wood,honeysuckle osmanthus,5.0,Star.perfume,3.09,537,fruity amber musk cashmere wood honeysuckle osmanthus,0
406,COACH,New York,501,183.95,90,edp,Women,fruity,suede musk sandalwood cashmeran,turkish rose gardenia cyclamen,4.07,Star.perfume,3.09,537,fruity suede musk sandalwood cashmeran turkish rose gardenia cyclamen,0
408,CARTIER,Declaration D'Un Soir,365,213.0,100,edt,Men,spicy,sandalwood,rose and nutmeg,4.08,AMLAQ,3.09,135,spicy sandalwood rose and nutmeg,1
409,CHANEL,Allure Homme Sport EDT For,800,423.0,100,edt,Men,citrus,tonka bean atlas cedar vetiver white musk and pepper,cedarnerolipepper,5.0,hadayiq baris,3.08,122,citrus tonka bean atlas cedar vetiver white musk and pepper cedarnerolipepper,3
410,DAVIDOFF,Leather Blend,420,224.85,100,edp,Unisex,spicy,leatherpapyrus,rose and amber,5.0,Y,3.05,75,spicy leatherpapyrus rose and amber,1
411,Al Fakhr,Shiyoukh Al Oud,08.09,8.09,100,edp,Unisex,woody musky,sandalwood cedarwood,black pepper cardamom,4.05,Bismat Eatar,3.07,66,woody musky sandalwood cedarwood black pepper cardamom,2
419,LACOSTE,L.12.12 Rouge,113,113.0,100,edt,Men,spicy,acacia wood,rooibos tea extract red bush tea,4.0,hadayiq baris,3.08,122,spicy acacia wood rooibos tea extract red bush tea,0
421,Franck Olivier,Oud Vanille,167,90.0,100,edp,Men,arabian,woody notes spices musk vanilla,rose violet jasmine patchouli incense,5.0,Nawaem_perfumes,3.09,69,arabian woody notes spices musk vanilla rose violet jasmine patchouli incense,1
422,BURBERRY,The Beat,280,150.0,75,edp,Women,floral,white musk vetiver and cedar wood,ceylon tea iris and bluebell,4.03,Faces,3.07,61,floral white musk vetiver and cedar wood ceylon tea iris and bluebell,0
423,Ajmal,Sacrifice,153,70.0,50,edp,Women,floral,woody oriental musky,floral musky,4.06,Rayhanti,4.02,27,floral woody oriental musky floral musky,0
424,Givenchy,Eau De Moiselle,550,183.0,100,edt,Women,floral,ambrette seeds tonka beans musk,rose ylang ylang,5.0,Asrar Aljamal,4.02,98,floral ambrette seeds tonka beans musk rose ylang ylang,0
426,DORALL COLLECTION,DC,29,9.03,100,edt,Men,floral,vetiver patchouli oakmoss musk sandalwood,galbanum rosemary jasmine coumarin,4.0,B.A.G,4.02,14.1K,floral vetiver patchouli oakmoss musk sandalwood galbanum rosemary jasmine coumarin,0
428,COACH,New York Platinum,11,7.09,2,edp,Men,oriental,patchouli and vanilla leather,aromatic accords,4.05,Princess of beauty,3.08,467,oriental patchouli and vanilla leather aromatic accords,2
429,CAROLINA HERRERA,212 Vip,363,160.0,100,edt,Men,vanilla,king wood salty amber and tonka beans,chilled vodka hot ginger and slice of apple,5.0,Al-Najm,3.07,347,vanilla king wood salty amber and tonka beans chilled vodka hot ginger and slice of apple,3
430,Mercedes-Benz,Club Black,295,185.0,100,edt,Women,vanilla,ambroxan benzoin woodsy notes and vanilla,jasmine and incense,5.0,Parvant Store,3.08,76,vanilla ambroxan benzoin woodsy notes and vanilla jasmine and incense,0
431,TOMMY HILFIGER,Tommy Girl,380,122.95,100,edt,Women,citrus,desert jasmin cherokee rose magnolia petals dakota lilies cedar sandalwood and wild heather,grapefruit citrus orchards crisp green notes honeysuckle and butterfly violets,4.04,Parvant Store,4.02,76,citrus desert jasmin cherokee rose magnolia petals dakota lilies cedar sandalwood and wild heather grapefruit citrus orchards crisp green notes honeysuckle and butterfly violets,0
432,Guerlain,Vetiver,426,174.0,100,edt,Men,aromatic,vetiver oakmoss leather myrrh civet tonka bean amber,vetiver pepper carnation sage orris root sandalwood,5.0,Nawaem_perfumes,3.09,69,aromatic vetiver oakmoss leather myrrh civet tonka bean amber vetiver pepper carnation sage orris root sandalwood,2
434,Shirley May,Darknet Pour Homme,11.05,11.05,100,edt,Men,woody,musk and moss,anise cardamom and cinnamon,3.0,Beauty Gallery,3.07,59,woody musk and moss anise cardamom and cinnamon,2
435,PACO RABANNE,Lady Million,420,158.0,80,edp,Women,floral,patchouli white honey and amber,jasmine african orange flower and gardenia,4.07,عالم المشاهير,4.02,7,floral patchouli white honey and amber jasmine african orange flower and gardenia,0
436,CARTIER,La Panthere,695,235.85,75,edp,Women,fruity,oakmoss musk patchouli leather,gardenia rose ylangylang orange blossom pear,4.07,noon,4.02,98.1K,fruity oakmoss musk patchouli leather gardenia rose ylangylang orange blossom pear,1
437,DAVIDOFF,The Game,147,77.0,100,edt,Men,woody,ebony wood,iris woody notes,5.0,Cute Shop,4.02,98.1K,woody ebony wood iris woody notes,2
438,PACO RABANNE,Ultraviolet,353,165.0,100,edt,Men,woody,indonesian patchouli and oakmoss,tanzanian black pepper and ambergris,4.04,Star.perfume,3.09,537,woody indonesian patchouli and oakmoss tanzanian black pepper and ambergris,2
440,Ard Al Zaafaran,Oud Sharqia,65,18.04,80,edp,Unisex,arabian,sweet wood,citric,4.04,King-Perfume,3.06,450,arabian sweet wood citric,0
441,Guerlain,Santal Royal,768,406.0,125,edp,Unisex,arabian,sandalwood leather note amber notes oud muscs note,peach rose cinnamon,5.0,top langri,3.07,347,arabian sandalwood leather note amber notes oud muscs note peach rose cinnamon,2
444,BURBERRY,My Burberry,699,226.65,90,edp,Women,floral,oined with damascus and centifolia rose,freesia flowers and golden quince,5.0,AMLAQ,3.09,135,floral oined with damascus and centifolia rose freesia flowers and golden quince,0
446,LACOSTE,Joy Of Pink,427,113.95,90,edt,Women,floral,musk vanilla,jasmine carrot and spicy coriander,4.04,Kado Store,4.03,23,floral musk vanilla jasmine carrot and spicy coriander,0
447,LALIQUE,Le'Parfum,143,143.0,100,edp,Women,oriental,sandalwood tonka bean patchouli and vanilla,jasmine and heliotrope,4.04,Beautiful Live,412.0,7,oriental sandalwood tonka bean patchouli and vanilla jasmine and heliotrope,3
448,GUCCI,Memoire  D'une Odeur EDP For Uni,530,349.95,100,edp,Unisex,fresh,sandalwood cedar vanilla,coral jasmine jasmine petals musks,5.0,noon,4.02,98.1K,fresh sandalwood cedar vanilla coral jasmine jasmine petals musks,0
450,DORALL COLLECTION,Oud Wood,19,9.09,100,pdt,Unisex,citrus,cedar tobacco patchouli sandalwood musk,geranium marigold rose bay leaves,4.03,B.A.G,4.02,14.1K,citrus cedar tobacco patchouli sandalwood musk geranium marigold rose bay leaves,1
451,HUGO BOSS,The Scent,426,135.0,100,edt,Men,spicy,leather woody notes,lavender maninka,3.06,Perfume Ms,3.07,537,spicy leather woody notes lavender maninka,2
453,CAROLINA HERRERA,212 Sexy,420,151.0,100,edp,Women,floral,cotton candymusksandalwoodvanilla,gardeniageranium,4.07,Al-Najm,3.07,347,floral cotton candymusksandalwoodvanilla gardeniageranium,0
456,Parfums Gres,Cabotine De Gres,110,78.0,100,edp,Women,floral,patchouli sandalwood and musk,ginger lily tubereuse and wild hyacinth,4.05,Nawaem_perfumes,3.09,69,floral patchouli sandalwood and musk ginger lily tubereuse and wild hyacinth,0
457,Lancome,Magie Noire L'eau,401,401.0,75,edt,Women,woody,amber sandalwood and patchouli,jasmine and ylangylang,4.06,Banorama,3.05,63,woody amber sandalwood and patchouli jasmine and ylangylang,1
458,LOEWE,Esencia Pour Homme,514,177.0,150,edt,Men,woody,tonka bean leather sandalwood fir amber patchouli musk oakmoss vetiver cedar and styrax,clary sage nutmeg basil jasmine neroli lilyofthevalley rose pine tree needles geranium and black currant,5.0,Pinch Of Perfum,3.05,32,woody tonka bean leather sandalwood fir amber patchouli musk oakmoss vetiver cedar and styrax clary sage nutmeg basil jasmine neroli lilyofthevalley rose pine tree needles geranium and black currant,2
459,Calvin Klein,CK Be,125,110.0,200,edt,Unisex,spicy,sandalwood amber cedar and oakmoss,green grass magnolia orchid freesia peach and jasmine,5.0,Abu Al Tayyeb Perfumes,4.02,7,spicy sandalwood amber cedar and oakmoss green grass magnolia orchid freesia peach and jasmine,1
460,HUGO BOSS,Boss,375,105.0,100,edt,Men,woody,sandalwood vetiver cedarwood and vanilla,geranium cinnamon and cloves,4.07,Acacia Rose,4.08,77,woody sandalwood vetiver cedarwood and vanilla geranium cinnamon and cloves,2
463,COACH,New York Coach Dreams,310,201.75,90,edp,Women,floral,joshua tree and ambroxan,gardenias and cactus flowers,4.0,noon,4.02,98.1K,floral joshua tree and ambroxan gardenias and cactus flowers,0
467,LANVIN PARIS,Rumeur 2 Rose,126,106.85,100,edp,Women,floral,patchouli amber and musk,lily of the valley jasmine false jasmine rose magnolia and honeysuckle,4.03,goldiaa,4.01,135,floral patchouli amber and musk lily of the valley jasmine false jasmine rose magnolia and honeysuckle,1
468,Roberto Cavalli,cavali,499,115.0,75,edp,Men,arabian,roasted tonka grain laos benzoin,orange blossom extract mirabelle plum,4.03,hadayiq baris,3.08,122,arabian roasted tonka grain laos benzoin orange blossom extract mirabelle plum,0
470,CARON,De Caron,388,178.0,200,edt,Men,fresh,musk,vanille,4.03,ثروة الجمال,3.07,59,fresh musk vanille,0
471,Paris Hilton,Heiress,224,151.0,100,edp,Women,fruity,violet leaf tahiti tonka light wood,jasmine tiare lily delightfully sweet ylangylang honeysuckle grenadine,4.04,Abu Al Tayyeb Perfumes,3.06,30,fruity violet leaf tahiti tonka light wood jasmine tiare lily delightfully sweet ylangylang honeysuckle grenadine,0
472,CAROLINA HERRERA,212 VIP,445,190.0,80,edp,Women,arabian,vanille tonka bean,musk gardenia,4.04,Number One,4.02,98,arabian vanille tonka bean musk gardenia,3
475,LACOSTE,L.12.12 Blanc,108,89.95,100,edt,Men,woody,virginia cedar leather suede vetiver,ylang,5.0,noon,4.02,98.1K,woody virginia cedar leather suede vetiver ylang,2
476,BURBERRY,My Burberry,494,179.0,50,edp,Women,floral,amber patchouli,peach rose,5.0,noon,4.02,98.1K,floral amber patchouli peach rose,1
477,DORALL COLLECTION,Love You Like Crazy,25,7.25,100,edt,Women,woody,patchouli musk vanilla amber,peony jasmine lily,4.05,B.A.G,3.07,14.1K,woody patchouli musk vanilla amber peony jasmine lily,1
478,TRUSSARDI,Extreme,462,127.95,100,edt,Men,woody,vetiver and patchouli,fruitygourmand dark plum and powdery iris,5.0,Perfumes-shop,3.09,537,woody vetiver and patchouli fruitygourmand dark plum and powdery iris,2
480,MING NA,Beibei Bear Blue Par,20.09,20.09,50,edp,Kids Unisex,floral,patchouli earthy dry amber,sandalwood peppery lavender,4.09,Royal Scent,3.05,244,floral patchouli earthy dry amber sandalwood peppery lavender,0
481,Roberto Cavalli,Paradiso,500,165.0,75,edp,Women,woody,pine tree cypress and laurels,jasmine,4.06,hadayiq baris,3.08,122,woody pine tree cypress and laurels jasmine,2
482,LALIQUE,Encre Noire,165,140.0,100,edt,Men,woody,sandalwood,lemongrass,4.04,kikup,3.09,23,woody sandalwood lemongrass,2
483,AZZARO,Visit,156,106.0,100,edt,Men,woody,gray amber and musk,lebanese cedar guaiac tree and incense,4.03,Beautiful Live,412.0,7,woody gray amber and musk lebanese cedar guaiac tree and incense,2
485,TRUSSARDI,My Name,308,228.0,50,edp,Women,floral,dry amber vanilla,lilac and musk,4.06,noon,4.02,98.1K,floral dry amber vanilla lilac and musk,0
489,HUGO BOSS,Bottled Intense,426,157.85,100,edp,Men,spicy,sandalwood cedar vetiver vanilla,geranium cloves cinnamon,4.05,AMLAQ,3.09,135,spicy sandalwood cedar vetiver vanilla geranium cloves cinnamon,2
491,Estee Lauder,Private Collection,505,197.0,50,edp,Women,floral,sandalwood heliotrope amber and musk,bulgarian rose chrysanthemum reseda ylangylang and coriander,5.0,Royal Scent,3.09,69,floral sandalwood heliotrope amber and musk bulgarian rose chrysanthemum reseda ylangylang and coriander,1
493,BURBERRY,The Beat,280,150.0,75,edp,Women,floral,white musk vetiver and cedar wood,ceylon tea iris and bluebell,4.03,Faces,4.02,61,floral white musk vetiver and cedar wood ceylon tea iris and bluebell,0
494,Lattafa,Rouat Al Oud,99,45.0,100,edp,Women,spicy,cedarwood patchouli vetiver musk,cardamom spicy notes,5.0,Rihanna World Store,4.04,8,spicy cedarwood patchouli vetiver musk cardamom spicy notes,2
495,Yves Saint Laurent,La Nuit De L`Homme,536,314.0,100,edt,Men,woody,vetiver caraway,bergamot virginia cedar lavender,5.0,The first fragrance,412.0,7,woody vetiver caraway bergamot virginia cedar lavender,2
496,Ajmal,Blu,177,139.95,90,edp,Men,fresh,sandalwood musk and amber,lotus jasmine,4.0,noon,4.02,98.1K,fresh sandalwood musk and amber lotus jasmine,1
497,Mont Blanc,Legend,220,141.95,100,edt,Men,spicy,sandalwood tonka and evernyl,dried fruit oakmoss fused with geranium rose and apple,5.0,noon,4.02,98.1K,spicy sandalwood tonka and evernyl dried fruit oakmoss fused with geranium rose and apple,0
498,HERMES,Terre D' Hermes,474,173.0,100,edt,Men,citrus,woody notes patchouli and cedar,geranium,3.09,noon,4.02,98.1K,citrus woody notes patchouli and cedar geranium,2
500,Roberto Cavalli,Dupont,360,120.0,75,edp,Women,arabian,benzoin tonka bean vanille,african orange flower,4.06,Star.perfume,3.09,537,arabian benzoin tonka bean vanille african orange flower,3
501,BURBERRY,Burberry Body,13,8.05,2,edt,Women,woody,absolute vanilla orchid tahitensis praline patchouli papyrus,rose damascena essence incense,4.0,Princess of beauty,3.08,467,woody absolute vanilla orchid tahitensis praline patchouli papyrus rose damascena essence incense,1
502,BENTLEY,Intense,169,128.0,100,edp,Men,spicy,leather benzoin incense cedar and patchouli,clary sage african geranium cinnamon rum and wood,4.03,Parisian Store,3.09,425,spicy leather benzoin incense cedar and patchouli clary sage african geranium cinnamon rum and wood,2
503,BURBERRY,My Burberry,700,197.95,90,edp,Women,floral and oriental,damascus and centifolia rose,geranium freesia flowers and golden quince,4.07,Grass gulf,3.09,135,floral and oriental damascus and centifolia rose geranium freesia flowers and golden quince,0
505,LALIQUE,Encre Noire,485,136.95,100,edt,Men,woody,cashmere wood musk,haitian vetiver,4.05,Parvant Store,3.07,76,woody cashmere wood musk haitian vetiver,2
506,Yves Saint Laurent,Rive Gauche Homme,560,560.0,80,edt,Men,aromatic,gaiac wood,patchouli and vetiver,4.07,Abu Al Tayyeb Perfumes,3.05,63,aromatic gaiac wood patchouli and vetiver,2
507,LANVIN PARIS,Modern Princess,356,174.0,90,edp,Women,floral,white musk white woods vanilla orchid,jasmine freesia,5.0,Ryhana Perfume,4.02,25,floral white musk white woods vanilla orchid jasmine freesia,1
508,GIORGIO ARMANI,Eau Pour Homme Reno 2013,361,186.0,50,edt,Men,citrus,patchouli oakmoss and sandalwood,cloves lily and nutmeg,4.07,noon,4.02,98.1K,citrus patchouli oakmoss and sandalwood cloves lily and nutmeg,1
509,Nikos,Sculpture Homme,220,52.95,100,edt,Men,floral,amber benzoin cedar tonka beans,geranium jasmine lily of the valley rose,4.05,noon,4.02,98.1K,floral amber benzoin cedar tonka beans geranium jasmine lily of the valley rose,3
510,DAVIDOFF,The Brilliant Game,215,93.75,100,edt,Men,arabian,sensual addiction of the tonka bean note,charismatic virility of a cedarwood,4.02,noon,4.02,98.1K,arabian sensual addiction of the tonka bean note charismatic virility of a cedarwood,3
512,NARCISO RODRIGUEZ,Narciso Rodriguez For Her,442,108.75,100,edt,Women,woody,vetiver vanilla,egyptian musk amber,4.07,Creativity star,3.07,319,woody vetiver vanilla egyptian musk amber,1
513,Parfums Gres,Cabotine,135,75.0,100,edt,Women,floral,cedarwood vanilla tonka bean cybet musk and amber,rose tuberose ylangylang ginger lily hyacinth heliotrope freesia violet and iris,4.08,AMLAQ,3.09,135,floral cedarwood vanilla tonka bean cybet musk and amber rose tuberose ylangylang ginger lily hyacinth heliotrope freesia violet and iris,3
514,Elizabeth Arden,Green Tea,77,72.95,100,edp,Women,citrus,caraway amber musk by green tea  jasmine cloves oakmoss and celery seeds,carnation muskjasmine oakmoss amber and white fennel,5.0,Golden Perfumesعطر اصلي 100 %,3.06,111,citrus caraway amber musk by green tea  jasmine cloves oakmoss and celery seeds carnation muskjasmine oakmoss amber and white fennel,1
515,Van Cleef & Arpels,Ambre Imperial,730,479.0,75,edp,Unisex,woody,woodsy notes,tonka bean vanilla amber benzoin,5.0,PARFUM.1990,3.08,76,woody woodsy notes tonka bean vanilla amber benzoin,3
517,J.CASANOVA,Pandora,79.95,79.95,50,edp,Women,fruity,cedar moss musk amber and sandalwood,lilyofthevalley rose jasmine narcissus and orchid,5.0,VIP.PARFUME,3.05,75,fruity cedar moss musk amber and sandalwood lilyofthevalley rose jasmine narcissus and orchid,1
518,HUGO BOSS,Femme,316,139.95,75,edp,Women,floral,apricot and lemon wood,jasmine and fleur de lys bulgarian rose,4.08,Grass gulf,3.09,69,floral apricot and lemon wood jasmine and fleur de lys bulgarian rose,0
519,Calvin Klein,Secret Obsession,202,163.95,100,edp,Women,woody,burnt amber cashere woods vanilla and sandalwood,jasmine orange flower and tuberose,5.0,Chansles,3.09,33,woody burnt amber cashere woods vanilla and sandalwood jasmine orange flower and tuberose,0
525,PENHALIGON'S,Portraits George,2350,886.0,75,edp,Men,woody,tonka beans,shaving soap,5.0,Beuatyone1,4.02,1.3K,woody tonka beans shaving soap,3
526,BURBERRY,London,241,140.0,50,edp,Women,floral,sandalwood musk and patchouli,tiare flower jasmine and peony and a hint of fresh clementine zest,4.06,Star.perfume,3.09,537,floral sandalwood musk and patchouli tiare flower jasmine and peony and a hint of fresh clementine zest,0
527,HUGO BOSS,Bottled Unlimited,373,126.0,100,edt,Men,vanilla,sandalwood and musk,pineapple and rose,4.04,Al-Najm,3.07,347,vanilla sandalwood and musk pineapple and rose,1
528,CHANEL,Bleu De Chanel,920,245.0,100,edt,Men,citrus,labdanum sandalwod patchouli vetiver incense cedar white musk,ginger iso e super nutmeg jasmine,4.08,The smart store,3.07,319,citrus labdanum sandalwod patchouli vetiver incense cedar white musk ginger iso e super nutmeg jasmine,2
531,joop,Homme,170,60.0,125,edt,Men,citrus,vanilla tonka bean patchouli sandalwood,jasmine lili of the valley heliotrope,3.05,hadayiq baris,3.08,122,citrus vanilla tonka bean patchouli sandalwood jasmine lili of the valley heliotrope,3
532,NARCISO RODRIGUEZ,Narciso Rodriguez,436,207.0,50,edp,Women,floral,patchoulisandalwood,ambermusk,5.0,Ahmed Mohamed Abbas Abbas Trading Est,4.02,98,floral patchoulisandalwood ambermusk,0
533,Dolce & Gabbana,3 L'Imperatrice,640,157.65,100,edt,Women,floral,musk sandalwood lemon tree,watermelon cyclamen jasmine,4.0,noon,4.02,98.1K,floral musk sandalwood lemon tree watermelon cyclamen jasmine,0
534,PRADA,Amber Intense,324,321.95,100,edp,Men,spicy,creamy amber,vanilla,4.04,noon,4.02,98.1K,spicy creamy amber vanilla,1
536,AZZARO,Visit,310,110.0,100,edt,Men,woody,amber musk,labdanum guaiac wood incense cedar,1.0,Star.perfume,3.09,537,woody amber musk labdanum guaiac wood incense cedar,2
537,Rasasi,Blue Lady,59,27.0,40,edp,Women,floral,sandalwood vetiver vanilla amber and musk,peach plum narcissus and jasmine,4.05,Kathya,3.08,116,floral sandalwood vetiver vanilla amber and musk peach plum narcissus and jasmine,1
538,CHANEL,Bleu De Chanel,930,374.0,100,edp,Men,woody,incense amber cedar sandalwood patchouli labdanum amber wood,ginger jasmine nutmeg melon,4.07,Perfume Ms,3.09,66,woody incense amber cedar sandalwood patchouli labdanum amber wood ginger jasmine nutmeg melon,2
539,MINI COLLECTION,2.2 s..y  No.1139 Eau De Par,16.09,16.09,25,edp,Women,jasmine,balsamic,bakhoor,5.0,warddah,3.07,56,jasmine balsamic bakhoor,0
541,Mancera,Musky Garden,396,297.65,120,edp,Women,floral,white musk blackberry raspberry and amber,iris bulgarian rose indian jasmine and patchouli leaf,5.0,Tiffany,4.03,22,floral white musk blackberry raspberry and amber iris bulgarian rose indian jasmine and patchouli leaf,1
542,LACOSTE,Eau De Lacoste,420,139.0,90,edp,Women,floral,sandalwood vetiver vanilla and peru balsam,pineapple flower sambac jasmine rose and orange flower,4.06,Beautiful Live,3.08,7,floral sandalwood vetiver vanilla and peru balsam pineapple flower sambac jasmine rose and orange flower,0
545,JAGUAR,Classic,120,63.75,100,edt,Men,arabian,sandalwood benzoin and white musk,ginger orange blossom and lotus,4.04,noon,4.02,98.1K,arabian sandalwood benzoin and white musk ginger orange blossom and lotus,0
546,DAVIDOFF,Cool Water,150,71.75,75,edt,Men,aromatic,musk oakmoss cedar amber,sandalwood geranium neroli jasmine,4.01,noon,4.02,98.1K,aromatic musk oakmoss cedar amber sandalwood geranium neroli jasmine,1
549,Armaf,Club De Nuit Intense,210,190.0,200,edp,Men,jasmine,vanilla ambergris musk patchouli,rose jasmine birch,5.0,Attractive perfume,3.05,244,jasmine vanilla ambergris musk patchouli rose jasmine birch,1
550,Genie,1029 Collection,36,14.04,25,edp,Women,fruity,vegetal amber musk and mahogany,magnolia lotus and peony,4.0,moon perfume,3.07,199,fruity vegetal amber musk and mahogany magnolia lotus and peony,0
552,HOUBIGANT,Quelques Fleurs L'Original,599,285.0,100,edp,Women,floral,amber civet honey lichen musk sandalwood tonka beans vanilla,carnation heliotrope iris root jasmine lilac lily of the valley orchid tuberose violet ylangylang,5.0,AMLAQ,3.09,135,floral amber civet honey lichen musk sandalwood tonka beans vanilla carnation heliotrope iris root jasmine lilac lily of the valley orchid tuberose violet ylangylang,3
553,Dolce & Gabbana,The One Royal Night,630,290.75,100,edp,Men,woody,sandalwood cedar amber and labdanum,pear wood and nutmeg,5.0,AMLAQ,3.09,135,woody sandalwood cedar amber and labdanum pear wood and nutmeg,2
